,Unnamed: 0,Week,Date,Home Team,Away Team,Spread,Opening Spread,inter_spread_1,inter_spread_2,Home Points,Away Points,clean_breaks_home,clean_breaks_away,home_turnovers_conceded,away_turnovers_conceded,turnovers_won_home,turnovers_won_away,home_penalties_conceded,away_penalties_conceded,yellow_card_home,yellow_card_away,Unnamed: 21,Unnamed: 22,Unnamed: 23,sin_bin,penalties_conceded,clean_breaks,Turnover
20,,-2.0,2022-05-13,Highlanders,Force,-16.5,,,,61.0,10.0,7.0,1.0,8.0,13.0,9.0,5.0,14.0,14.0,1.0,2.0,,,,-1.0,0.0,-6.0,-9.0
21,,-2.0,2022-05-13,Brumbies,Crusaders,7.5,,,,26.0,37.0,5.0,4.0,16.0,9.0,3.0,7.0,10.0,11.0,0.0,0.0,,,,0.0,-1.0,-1.0,11.0
22,,-2.0,2022-05-14,Drua,Moana,-0.5,,,,34.0,19.0,6.0,4.0,12.0,20.0,9.0,6.0,16.0,7.0,0.0,0.0,,,,0.0,9.0,-2.0,-11.0
23,,-2.0,2022-05-14,Blues,Reds,-19.0,,,,53.0,26.0,11.0,4.0,9.0,14.0,4.0,3.0,10.0,11.0,0.0,0.0,,,,0.0,-1.0,-7.0,-6.0
24,,-2.0,2022-05-14,Waratahs,Hurricanes,7.0,,,,18.0,22.0,6.0,5.0,11.0,9.0,7.0,3.0,11.0,12.0,1.0,0.0,,,,1.0,-1.0,-1.0,-2.0
25,,-2.0,2022-05-15,Rebels,Chiefs,15.5,,,,30.0,33.0,6.0,5.0,5.0,12.0,3.0,0.0,10.0,12.0,1.0,1.0,,,,0.0,-2.0,-1.0,-10.0
26,,-3.0,2022-05-06,Blues,Rebels,-23.0,,,,71.0,28.0,14.0,5.0,10.0,16.0,4.0,7.0,8.0,6.0,0.0,0.0,,,,0.0,2.0,-9.0,-3.0
27,,-3.0,2022-05-06,Reds,Highlanders,-4.0,,,,19.0,27.0,4.0,5.0,10.0,11.0,5.0,4.0,10.0,10.0,0.0,2.0,,,,-2.0,0.0,1.0,-2.0
28,,-3.0,2022-05-07,Moana,Waratahs,9.5,,,,20.0,26.0,2.0,5.0,14.0,9.0,8.0,7.0,11.0,12.0,1.0,0.0,,,,1.0,-1.0,3.0,4.0
29,,-3.0,2022-05-07,Chiefs,Brumbies,-7.5,,,,28.0,38.0,3.0,5.0,16.0,7.0,6.0,5.0,9.0,10.0,0.0,0.0,,,,0.0,-1.0,2.0,8.0
30,,-3.0,2022-05-07,Force,Crusaders,18.0,,,,15.0,53.0,3.0,9.0,13.0,12.0,4.0,10.0,10.0,11.0,0.0,0.0,,,,0.0,-1.0,6.0,7.0
31,,-3.0,2022-05-08,Hurricanes,Drua,-16.5,,,,67.0,5.0,12.0,1.0,10.0,18.0,11.0,6.0,12.0,9.0,1.0,0.0,,,,1.0,3.0,-11.0,-13.0
32,,1.0,2023-02-24,Crusaders,Chiefs,-7.5,-7.5,-7.5,,10.0,31.0,1.0,14.0,20.0,18.0,8.0,7.0,9.0,11.0,1.0,1.0,,,,0.0,-2.0,13.0,1.0
33,,1.0,2023-02-24,Waratahs,Brumbies,0.5,4.5,0.5,,25.0,31.0,7.0,6.0,12.0,16.0,6.0,6.0,14.0,7.0,0.0,0.0,,,,0.0,7.0,-1.0,-4.0
34,,1.0,2023-02-25,Moana,Drua,2.5,2.5,2.5,,34.0,36.0,6.0,9.0,14.0,9.0,4.0,4.0,11.0,9.0,1.0,0.0,,,,1.0,2.0,3.0,5.0
35,,1.0,2023-02-25,Highlanders,Blues,8.5,7.5,8.5,,20.0,60.0,3.0,11.0,19.0,18.0,9.0,6.0,12.0,13.0,0.0,2.0,,,,-2.0,-1.0,8.0,-2.0
36,,1.0,2023-02-25,Reds,Hurricanes,6.5,3.5,5.5,,13.0,47.0,4.0,8.0,19.0,14.0,10.0,11.0,16.0,12.0,2.0,1.0,,,,1.0,4.0,4.0,6.0
37,,1.0,2023-02-25,Force,Rebels,-5.5,-4.5,-5.5,,34.0,27.0,3.0,3.0,11.0,15.0,6.0,8.0,12.0,13.0,0.0,1.0,,,,-1.0,-1.0,0.0,-2.0
38,,2.0,2023-03-03,Crusaders,Highlanders,-20.5,-14.5,-17.5,,52.0,15.0,9.0,2.0,20.0,15.0,7.0,11.0,13.0,11.0,0.0,1.0,,,,-1.0,2.0,-7.0,9.0
39,,2.0,2023-03-03,Rebels,Hurricanes,17.5,13.5,16.5,,33.0,39.0,9.0,7.0,20.0,13.0,6.0,13.0,9.0,14.0,1.0,2.0,,,,-1.0,-5.0,-2.0,14.0
40,,2.0,2023-03-04,Moana,Chiefs,27.5,21.5,23.5,,29.0,52.0,6.0,7.0,17.0,13.0,7.0,13.0,8.0,15.0,0.0,3.0,,,,-3.0,-7.0,1.0,10.0
41,,2.0,2023-03-04,Drua,Waratahs,9.5,7.5,,,17.0,46.0,1.0,5.0,15.0,14.0,6.0,4.0,13.0,11.0,2.0,0.0,,,,2.0,2.0,4.0,-1.0
42,,2.0,2023-03-05,Blues,Brumbies,-11.5,-11.5,,,20.0,25.0,5.0,3.0,19.0,13.0,8.0,12.0,17.0,9.0,2.0,0.0,,,,2.0,8.0,-2.0,10.0
43,,2.0,2023-03-05,Force,Reds,6.5,6.5,,,20.0,71.0,5.0,15.0,14.0,15.0,5.0,5.0,10.0,13.0,2.0,1.0,,,,1.0,-3.0,10.0,-1.0
44,,3.0,2023-03-10,Chiefs,Highlanders,-19.5,-23.5,,,28.0,7.0,13.0,2.0,18.0,16.0,7.0,5.0,9.0,10.0,1.0,1.0,,,,0.0,-1.0,-11.0,0.0
45,,3.0,2023-03-10,Rebels,Waratahs,5.5,8.5,,,34.0,27.0,8.0,5.0,15.0,12.0,8.0,9.0,11.0,14.0,0.0,0.0,,,,0.0,-3.0,-3.0,4.0
46,,3.0,2023-03-11,Drua,Crusaders,17.5,23.5,,,25.0,24.0,8.0,1.0,13.0,16.0,4.0,7.0,9.0,11.0,0.0,0.0,,,,0.0,-2.0,-7.0,0.0
47,,3.0,2023-03-11,Hurricanes,Blues,4.5,2.5,,,19.0,25.0,5.0,6.0,16.0,9.0,4.0,8.0,11.0,8.0,1.0,1.0,,,,0.0,3.0,1.0,11.0
48,,3.0,2023-03-11,Brumbies,Reds,-5.5,-5.5,,,23.0,17.0,4.0,6.0,17.0,18.0,8.0,7.0,10.0,7.0,0.0,0.0,,,,0.0,3.0,2.0,-2.0
49,,3.0,2023-03-11,Force,Moana,-8.5,-6.5,,,21.0,18.0,2.0,4.0,10.0,15.0,9.0,3.0,15.0,12.0,3.0,2.0,,,,1.0,3.0,2.0,-11.0
50,,4.0,2023-03-17,Hurricanes,Waratahs,-15.5,-15.5,-15.5,,34.0,17.0,7.0,5.0,17.0,13.0,8.0,5.0,8.0,10.0,0.0,0.0,,,,0.0,-2.0,-2.0,1.0
51,,4.0,2023-03-18,Chiefs,Rebels,-18.5,-23.5,-20.5,,44.0,25.0,6.0,7.0,15.0,19.0,5.0,10.0,10.0,9.0,0.0,0.0,,,,0.0,1.0,1.0,1.0
52,,4.0,2023-03-18,Blues,Crusaders,-1.5,-1.5,1.5,,28.0,34.0,10.0,5.0,16.0,13.0,5.0,8.0,5.0,10.0,1.0,1.0,,,,0.0,-5.0,-5.0,6.0
53,,4.0,2023-03-18,Brumbies,Moana,-20.5,-18.5,-18.5,,62.0,36.0,8.0,6.0,8.0,7.0,4.0,4.0,9.0,12.0,0.0,1.0,,,,-1.0,-3.0,-2.0,1.0
54,,4.0,2023-03-19,Highlanders,Force,-17.5,-16.5,-17.5,,43.0,35.0,3.0,5.0,15.0,5.0,1.0,4.0,11.0,9.0,1.0,1.0,,,,0.0,2.0,2.0,13.0
55,,4.0,2023-03-19,Reds,Drua,-15.5,-12.5,-13.5,,27.0,24.0,3.0,8.0,12.0,16.0,6.0,2.0,18.0,15.0,1.0,1.0,,,,0.0,3.0,5.0,-8.0
56,,5.0,2023-03-24,Crusaders,Brumbies,-18.5,-11.5,-17.5,-18.5,35.0,17.0,4.0,3.0,15.0,12.0,8.0,7.0,10.0,13.0,0.0,0.0,,,,0.0,-3.0,-1.0,2.0
57,,5.0,2023-03-24,Waratahs,Chiefs,14.5,15.5,15.5,14.5,14.0,24.0,3.0,11.0,17.0,15.0,4.0,2.0,10.0,9.0,0.0,0.0,,,,0.0,1.0,8.0,0.0
58,,5.0,2023-03-25,Highlanders,Drua,-9.5,-8.5,-8.5,-9.5,57.0,24.0,7.0,6.0,9.0,15.0,6.0,0.0,5.0,14.0,1.0,1.0,,,,0.0,-9.0,-1.0,-12.0
59,,5.0,2023-03-25,Moana,Hurricanes,18.5,18.5,18.5,18.5,0.0,59.0,6.0,14.0,15.0,12.0,1.0,7.0,11.0,10.0,0.0,0.0,,,,0.0,1.0,8.0,9.0
60,,5.0,2023-03-25,Rebels,Reds,5.5,5.5,5.5,5.5,40.0,34.0,9.0,6.0,16.0,11.0,6.0,8.0,9.0,12.0,0.0,0.0,,,,0.0,-3.0,-3.0,7.0
61,,5.0,2023-03-26,Blues,Force,-20.5,-21.5,-21.5,-20.5,30.0,17.0,8.0,8.0,16.0,18.0,6.0,13.0,8.0,14.0,0.0,0.0,,,,0.0,-6.0,0.0,5.0
62,,6.0,2023-03-31,Moana,Highlanders,15.5,15.5,15.5,,17.0,45.0,7.0,6.0,16.0,12.0,4.0,6.0,11.0,10.0,1.0,0.0,,,,1.0,1.0,-1.0,6.0
63,,6.0,2023-03-31,Reds,Crusaders,12.5,12.5,12.5,,12.0,25.0,7.0,2.0,18.0,13.0,4.0,6.0,9.0,12.0,0.0,0.0,,,,0.0,-3.0,-5.0,7.0
64,,6.0,2023-04-01,Drua,Rebels,-2.5,-2.5,-2.5,,38.0,28.0,12.0,5.0,16.0,20.0,9.0,6.0,13.0,3.0,0.0,0.0,,,,0.0,10.0,-7.0,-7.0
65,,6.0,2023-04-01,Chiefs,Blues,-2.5,-1.5,-2.5,,20.0,13.0,3.0,5.0,8.0,16.0,6.0,1.0,14.0,7.0,0.0,0.0,,,,0.0,7.0,2.0,-13.0
66,,6.0,2023-04-01,Brumbies,Waratahs,-9.5,-9.5,-9.5,,40.0,36.0,7.0,4.0,9.0,16.0,4.0,4.0,6.0,16.0,0.0,3.0,,,,-3.0,-10.0,-3.0,-7.0
67,,6.0,2023-04-02,Hurricanes,Force,-20.5,-20.5,-20.5,,45.0,42.0,11.0,7.0,17.0,12.0,9.0,6.0,8.0,16.0,0.0,1.0,,,,-1.0,-8.0,-4.0,2.0
68,,7.0,2023-04-07,Crusaders,Moana,-30.5,-29.5,-29.5,-29.5,38.0,21.0,8.0,6.0,13.0,11.0,1.0,7.0,8.0,12.0,1.0,1.0,,,,0.0,-4.0,-2.0,8.0
69,,7.0,2023-04-07,Reds,Brumbies,3.5,4.5,3.5,3.5,24.0,52.0,4.0,8.0,7.0,15.0,4.0,3.0,15.0,9.0,2.0,1.0,,,,1.0,6.0,4.0,-9.0
70,,7.0,2023-04-08,Highlanders,Hurricanes,8.5,7.5,7.5,7.5,14.0,29.0,4.0,7.0,17.0,18.0,11.0,10.0,13.0,12.0,0.0,0.0,,,,0.0,1.0,3.0,-2.0
71,,7.0,2023-04-08,Rebels,Blues,13.5,15.5,14.5,13.5,17.0,54.0,3.0,13.0,18.0,11.0,2.0,4.0,10.0,8.0,1.0,1.0,,,,0.0,2.0,10.0,9.0
72,,8.0,2023-04-14,Moana,Reds,7.5,7.5,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
73,,8.0,2023-04-14,Brumbies,Drua,-18.5,-18.5,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
74,,8.0,2023-04-15,Hurricanes,Chiefs,1.5,1.5,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
75,,8.0,2023-04-15,Waratahs,Force,-7.5,-7.5,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
76,,9.0,2023-04-21,Chiefs,Drua,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
77,,9.0,2023-04-21,Rebels,Crusaders,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
78,,9.0,2023-04-22,Blues,Waratahs,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
79,,9.0,2023-04-22,Force,Highlanders,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
80,,9.0,2023-04-28,Hurricanes,Brumbies,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
81,,9.0,2023-04-28,Waratahs,Highlanders,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
82,,9.0,2023-04-29,Drua,Blues,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
83,,9.0,2023-04-29,Moana,Rebels,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
84,,9.0,2023-04-29,Chiefs,Crusaders,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
85,,9.0,2023-04-29,Reds,Force,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
86,,9.0,2023-05-05,Highlanders,Chiefs,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
87,,9.0,2023-05-06,Drua,Hurricanes,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
88,,9.0,2023-05-06,Crusaders,Force,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
89,,9.0,2023-05-06,Blues,Moana,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
90,,9.0,2023-05-06,Reds,Waratahs,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
91,,9.0,2023-05-07,Rebels,Brumbies,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
92,,10.0,2023-05-12,Chiefs,Reds,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
93,,10.0,2023-05-12,Force,Drua,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
94,,10.0,2023-05-13,Hurricanes,Moana,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
95,,10.0,2023-05-13,Crusaders,Blues,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
96,,10.0,2023-05-13,Waratahs,Rebels,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
97,,10.0,2023-05-14,Brumbies,Highlanders,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
98,,11.0,2023-05-19,Moana,Crusaders,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
99,,11.0,2023-05-19,Reds,Blues,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
100,,11.0,2023-05-20,Highlanders,Rebels,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
101,,11.0,2023-05-20,Chiefs,Hurricanes,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
102,,11.0,2023-05-20,Waratahs,Drua,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
103,,11.0,2023-05-20,Force,Brumbies,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
104,,12.0,2023-05-26,Highlanders,Reds,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
105,,12.0,2023-05-26,Rebels,Force,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
106,,12.0,2023-05-27,Drua,Moana,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
107,,12.0,2023-05-27,Crusaders,Waratahs,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
108,,12.0,2023-05-27,Blues,Hurricanes,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
109,,12.0,2023-05-27,Brumbies,Chiefs,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
110,,13.0,2023-06-02,Blues,Highlanders,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
111,,13.0,2023-06-02,Brumbies,Rebels,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
112,,13.0,2023-06-03,Drua,Reds,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
113,,13.0,2023-06-03,Hurricanes,Crusaders,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
114,,13.0,2023-06-03,Waratahs,Moana,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
115,,13.0,2023-06-03,Force,Chiefs,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
116,,14.0,2023-05-23,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
117,,14.0,2023-05-23,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
118,,15.0,2023-05-23,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
119,,15.0,2023-05-24,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
120,,16.0,2023-05-29,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
121,,16.0,2023-05-30,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
122,,16.0,2023-05-30,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
123,,16.0,2023-05-30,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
124,,16.0,2023-06-05,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
125,,16.0,2023-06-06,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
126,,16.0,2023-06-13,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
127,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
128,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
129,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
130,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
131,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
132,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
133,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,Highlanders,Waratahs,,,,,,,,,,,,,,,,,,,,,,,
